Hole_ID,Mo,Nb,Zr,Sr,Rb,Th,Pb,Ars,Ta,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Sc,Ca,K,S,Ba,Cs,Ag,Nb_Zr,V_Zr,Ti_Zr,Sc_Zr,Sr_Zr,Ta_Zr,Ca_Zr,K_Zr,Rb_Zr,Mn_Zr,Cs_Zr,Zn_Zr,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
836559,2,9,200,169,60,10,16,426,49,77,49,79,163,46526,1281,507,109,3535,45,3482,20453,349,714,463,5,0,0.55,18,0.23,0.85,0.3,17.4,102,0.3,6.41,2,0.39,233,0.4,0.82,0.25,S4,sp,Ox,0.145,0.18,0.122,0.023,S4,0.81147541
836562,2,7,194,245,83,11,7,470,52,71,46,59,163,42736,493,653,139,3591,45,4518,22683,349,631,418,5,0,0.72,19,0.23,1.26,0.3,23.3,117,0.43,2.54,2,0.37,220,0.3,0.84,0.24,S4,sp,Ox,0.143,0.32,0.12,0.023,S4,0.808333333
836563,2,8,180,314,91,8,15,611,58,63,34,66,163,42290,398,399,158,3696,45,6047,24947,349,704,577,5,0,0.88,21,0.25,1.74,0.3,33.6,139,0.51,2.21,3,0.35,235,0.37,0.91,0.19,S4,sp,Ox,0.66,0.32,0.603,0.057,S4,0.905472637
836564,2,7,242,401,67,14,7,254,45,65,16,26,163,25582,320,186,84,3381,45,8200,18689,969,584,424,5,0,0.35,14,0.19,1.66,0.2,33.9,77,0.28,1.32,2,0.27,106,0.11,0.67,0.07,S4,sp,Ox,1.126,0.06,1.046,0.08,S4,0.923518164
836566,2,9,186,316,110,14,19,633,38,46,60,26,163,49038,545,487,134,3437,45,3913,21397,349,678,502,5,0,0.72,18,0.24,1.7,0.2,21,115,0.59,2.93,3,0.25,264,0.14,0.88,0.32,S4,sp,Ox,0.799,0.17,0.739,0.06,S4,0.918809202
836567,2,7,152,214,89,11,18,453,44,48,35,26,163,48838,930,336,129,3292,45,2854,23145,349,727,520,5,0,0.85,22,0.3,1.41,0.3,18.8,152,0.59,6.12,3,0.32,321,0.17,1.07,0.23,S4,sp,Ox,0.65,0.19,0.588,0.062,S4,0.894557823
836568,2,8,143,303,93,9,7,349,43,70,40,56,163,40888,602,554,153,3485,45,6323,23637,1089,656,512,5,0,1.07,24,0.31,2.12,0.3,44.2,165,0.65,4.21,4,0.49,286,0.39,1.14,0.28,S4,sp,Ox,0.451,1.31,0.405,0.046,S4,0.886419753
836569,2,6,172,275,104,10,16,306,60,62,16,59,163,41303,681,430,112,3478,45,5578,27163,1468,912,569,5,0,0.65,20,0.26,1.6,0.4,32.4,158,0.6,3.96,3,0.36,240,0.34,0.95,0.09,S4,sp,Ox,0.558,0.08,0.51,0.048,S4,0.905882353
836571,2,2,118,368,37,9,21,1824,36,42,16,26,163,21147,296,272,34,2191,45,6785,10614,349,551,462,5,0,0.29,19,0.38,3.12,0.3,57.5,90,0.31,2.51,4,0.36,179,0.22,1.38,0.14,S3,sp,Ox,1.024,0.59,0.94,0.084,S4,0.910638298
836572,2,2,213,798,36,12,23,535,54,55,16,26,163,14068,220,386,34,2989,45,10088,10341,349,838,542,5,0,0.16,14,0.21,3.75,0.3,47.4,49,0.17,1.03,3,0.26,66,0.12,0.77,0.08,S3,sp,Ox,1.41,0.15,1.33,0.08,S4,0.939849624
836573,2,6,213,612,56,13,23,2534,49,68,16,60,163,25253,532,173,78,2890,97,9240,14136,349,743,579,5,0,0.37,14,0.46,2.87,0.2,43.4,66,0.26,2.5,3,0.32,119,0.28,0.77,0.08,S3,sp,Ox,4.776,0.17,4.59,0.186,S4,0.959477124
836574,2,2,209,763,34,9,22,865,43,57,16,26,163,13756,267,143,70,2895,45,10585,10293,349,726,585,5,0,0.33,14,0.22,3.65,0.2,50.7,49,0.16,1.28,3,0.27,66,0.12,0.78,0.08,S3,sp,Ox,1.057,0.25,1.001,0.056,S4,0.944055944
836575,2,4,156,655,57,9,23,3880,53,50,16,26,163,31448,357,547,89,2797,45,8214,15107,349,996,547,5,0,0.57,18,0.29,4.2,0.3,52.7,97,0.37,2.29,4,0.32,202,0.17,1.04,0.1,S3,sp,Ox,2.034,0.35,1.863,0.171,S4,0.90821256
836576,2,9,236,380,99,18,16,4280,38,78,16,99,163,50907,727,491,84,2999,45,9682,17605,349,857,622,5,0,0.36,13,0.19,1.61,0.2,41,75,0.42,3.08,3,0.33,216,0.42,0.69,0.07,S3,sp,Ox,7.463,0.24,7.236,0.227,S4,0.968629077
836577,2,5,104,272,62,4,19,4019,49,38,16,75,163,32432,528,329,128,2381,45,4715,16026,349,731,649,5,0,1.23,23,0.43,2.62,0.5,45.3,154,0.6,5.08,6,0.37,312,0.72,1.57,0.15,S3,sp,Ox,6.243,0.29,5.98,0.263,S4,0.956020067
836578,2,4,138,277,74,10,18,2118,38,52,16,81,163,29452,555,526,100,2787,45,6917,15421,349,631,504,5,0,0.72,20,0.33,2.01,0.3,50.1,112,0.54,4.02,4,0.38,213,0.59,1.18,0.12,S3,sp,Ox,5.598,0.51,5.36,0.238,S4,0.955597015
836579,2,5,150,233,70,4,22,2123,39,58,16,94,163,28421,586,337,34,2858,45,5859,14281,349,473,430,5,0,0.23,19,0.3,1.55,0.3,39.1,95,0.47,3.91,3,0.39,189,0.63,1.09,0.11,S3,sp,Ox,6.626,0.39,6.327,0.299,S4,0.952742216
836580,2,9,245,491,94,13,22,3272,39,85,16,122,163,42540,847,346,94,3527,45,11032,19269,349,704,565,5,0,0.38,14,0.18,2,0.2,45,79,0.38,3.46,2,0.35,174,0.5,0.67,0.07,S3,sp,Ox,4.036,0.39,3.837,0.199,S4,0.948136565
836581,2,5,155,717,44,10,18,3952,42,49,16,26,163,23510,312,236,34,3141,45,11308,11513,900,788,688,5,0,0.22,20,0.29,4.63,0.3,73,74,0.28,2.01,4,0.32,152,0.17,1.05,0.1,S3,sr,Tr,1.381,0.55,1.308,0.073,S4,0.944189602
836582,2,5,225,920,53,12,24,2279,65,65,16,26,163,24307,331,38,104,3746,105,13293,12528,349,917,594,5,0,0.46,17,0.47,4.09,0.3,59.1,56,0.24,1.47,3,0.29,108,0.12,0.72,0.07,S3,sr,Tr,1.043,0.32,0.972,0.071,S4,0.926954733
836583,2,7,236,994,50,9,21,1333,60,69,16,26,163,24452,329,70,71,3897,130,13832,11405,349,837,529,5,0,0.3,17,0.55,4.21,0.3,58.6,48,0.21,1.39,2,0.29,104,0.11,0.69,0.07,S3,sr,Tr,0.367,0.42,0.301,0.066,S4,0.780730897
836584,2,5,144,401,67,11,24,5730,44,58,16,109,163,38425,842,522,116,2879,45,8688,15891,349,853,616,5,0,0.81,20,0.31,2.78,0.3,60.3,110,0.47,5.85,4,0.4,267,0.76,1.13,0.11,S3,sr,Tr,5.32,0.54,5.058,0.262,S4,0.94820087
836586,2,4,156,676,62,10,21,5905,47,60,16,78,163,37838,531,523,100,2933,45,10132,15592,964,658,627,5,0,0.64,19,0.29,4.33,0.3,65,100,0.4,3.4,4,0.38,243,0.5,1.04,0.1,S3,sr,Tr,2.173,0.48,2.051,0.122,S4,0.940516821
836587,2,9,282,889,77,15,23,1814,50,72,16,76,163,35121,534,427,82,3034,114,10843,16061,349,753,445,5,0,0.29,11,0.4,3.15,0.2,38.5,57,0.27,1.89,2,0.26,125,0.27,0.58,0.06,S3,sr,Tr,7.031,0.4,6.587,0.444,S4,0.932594504
836589,2,8,228,836,61,11,19,3116,50,65,16,61,163,32822,830,135,100,3453,104,10599,13713,349,763,565,5,0,0.44,15,0.46,3.67,0.2,46.5,60,0.27,3.64,2,0.29,144,0.27,0.71,0.07,S3,sr,Tr,2.64,0.61,2.489,0.151,S4,0.939333065
836591,2,6,209,809,48,13,20,4246,50,59,16,52,163,29115,448,179,93,3447,45,9670,12782,349,798,518,5,0,0.44,16,0.22,3.87,0.2,46.3,61,0.23,2.14,2,0.28,139,0.25,0.78,0.08,S3,sr,Tr,0.335,0.7,0.243,0.092,S4,0.621399177
836592,2,5,209,814,36,13,21,1877,50,56,16,26,163,22312,314,76,34,3477,109,12997,9215,1305,831,563,5,0,0.16,17,0.52,3.89,0.2,62.2,44,0.17,1.5,3,0.27,107,0.12,0.78,0.08,S3,fr,Fr,0.192,0.35,0.135,0.057,S4,0.577777778
836593,2,6,192,437,84,11,7,1252,64,62,16,26,163,34332,464,276,142,3494,45,8841,23426,349,731,473,5,0,0.74,18,0.23,2.28,0.3,46.1,122,0.44,2.42,2,0.32,179,0.14,0.85,0.08,S4,fr,Fr,0.652,0.24,0.586,0.066,S4,0.887372014
836594,2,5,173,301,75,8,17,414,42,54,16,66,163,40887,762,508,109,3548,100,10532,18080,349,456,591,5,0,0.63,21,0.58,1.74,0.2,60.9,105,0.43,4.4,3,0.31,236,0.38,0.94,0.09,S4,fr,Fr,0.246,0.46,0.219,0.027,S4,0.876712329
836598,2,6,178,209,51,11,7,195,54,46,16,61,163,31574,441,207,106,2804,45,6340,16287,349,498,609,5,0,0.6,16,0.25,1.17,0.3,35.6,92,0.29,2.48,3,0.26,177,0.34,0.92,0.09,S4,fr,Fr,0.44,0.14,0.392,0.048,S4,0.87755102
836602,5,6,172,351,79,9,16,226,53,57,16,93,163,44721,551,388,131,3219,45,7086,15445,1461,598,573,5,0,0.76,19,0.26,2.04,0.3,41.2,90,0.46,3.2,3,0.33,260,0.54,0.95,0.09,S4,fr,Fr,0.152,0.4,0.113,0.039,S4,0.654867257
836606,2,8,234,154,63,11,23,490,48,48,33,73,163,43097,508,210,126,3985,45,2375,11212,349,446,421,5,0,0.54,17,0.19,0.66,0.2,10.2,48,0.27,2.17,2,0.21,184,0.31,0.7,0.14,R,c,R,0.662,0.22,0.611,0.051,S4,0.916530278
836607,2,8,232,107,83,15,19,457,45,42,16,66,163,46225,493,204,101,3631,45,1780,14716,349,457,382,5,0,0.44,16,0.19,0.46,0.2,7.7,63,0.36,2.13,2,0.18,199,0.28,0.7,0.07,S4,sp,Ox,0.403,0.1,0.366,0.037,S4,0.898907104
836608,5,9,207,124,103,9,16,447,39,58,37,81,163,49270,530,171,143,3796,45,1800,22179,349,577,307,5,0,0.69,18,0.22,0.6,0.2,8.7,107,0.5,2.56,1,0.28,238,0.39,0.79,0.18,S4,sp,Ox,0.829,0.11,0.657,0.172,S4,0.738203957
836609,2,8,276,254,99,14,27,671,58,75,16,63,163,34093,566,132,105,4585,45,2132,15413,349,706,359,5,0,0.38,17,0.16,0.92,0.2,7.7,56,0.36,2.05,1,0.27,124,0.23,0.59,0.06,S4,sp,Ox,0.173,0.11,0.148,0.025,S4,0.831081081
836610,2,6,216,169,86,13,22,509,48,63,16,67,163,31436,385,131,91,3475,45,1428,15275,349,654,391,5,0,0.42,16,0.21,0.78,0.2,6.6,71,0.4,1.78,2,0.29,146,0.31,0.75,0.07,S4,sp,Ox,0.213,0.12,0.186,0.027,S4,0.85483871
836611,2,4,210,268,74,9,14,224,54,57,16,26,163,22569,305,123,95,2926,45,2723,15064,349,602,352,5,0,0.45,14,0.21,1.28,0.3,13,72,0.35,1.45,2,0.27,107,0.12,0.78,0.08,S4,sp,Ox,0.194,0.15,0.168,0.026,S4,0.845238095
836612,2,5,219,295,68,12,23,206,51,59,16,26,163,18527,342,52,34,2909,45,3354,11845,349,617,295,5,0,0.16,13,0.21,1.35,0.2,15.3,54,0.31,1.56,1,0.27,85,0.12,0.74,0.07,S4,sp,Ox,0.394,0.05,0.331,0.063,S4,0.809667674
836613,2,5,191,190,84,11,28,322,57,57,16,26,163,25814,498,173,86,2797,45,2590,14578,868,699,446,5,0,0.45,15,0.24,0.99,0.3,13.6,76,0.44,2.61,2,0.3,135,0.14,0.85,0.08,S4,sp,Ox,0.413,0.15,0.371,0.042,S4,0.886792453
836614,2,2,143,275,57,8,18,219,25,41,16,60,163,14375,688,63,34,2069,45,3614,6523,349,534,404,5,0,0.24,14,0.31,1.92,0.2,25.3,46,0.4,4.81,3,0.29,101,0.42,1.14,0.11,I2,sp,Ox,0.235,0.15,0.215,0.02,S4,0.906976744
836615,5,5,217,474,64,14,22,229,60,42,16,26,163,17502,208,47,34,3029,45,4804,7981,944,429,179,5,0,0.16,14,0.21,2.18,0.3,22.1,37,0.29,0.96,1,0.19,81,0.12,0.75,0.07,S4,sp,Ox,0.173,0.13,0.14,0.033,S4,0.764285714
836616,5,5,207,370,92,11,23,617,56,59,16,57,163,33101,390,325,95,3250,45,3847,17428,349,663,395,5,0,0.46,16,0.22,1.79,0.3,18.6,84,0.44,1.88,2,0.29,160,0.28,0.79,0.08,S4,sp,Ox,0.287,0.11,0.235,0.052,S4,0.778723404
836617,2,7,197,212,100,12,23,439,50,78,36,61,163,41926,560,214,88,3707,45,2426,20966,1166,690,482,5,0,0.45,19,0.23,1.08,0.3,12.3,106,0.51,2.84,2,0.4,213,0.31,0.83,0.18,S4,sp,Ox,0.574,0.6,0.516,0.058,S4,0.887596899
836619,5,6,205,170,101,9,17,426,41,56,42,54,163,37638,544,205,117,3435,45,2127,21595,349,690,470,5,0,0.57,17,0.22,0.83,0.2,10.4,105,0.49,2.65,2,0.27,184,0.26,0.8,0.2,S4,sp,Ox,0.769,0.32,0.678,0.091,S4,0.865781711
836620,4,6,189,243,82,10,18,362,45,50,36,67,163,32451,533,182,135,3118,45,2857,20737,1303,701,485,5,0,0.71,17,0.24,1.29,0.2,15.1,110,0.43,2.82,3,0.26,172,0.35,0.86,0.19,S4,sp,Ox,0.78,0.4,0.706,0.074,S4,0.895184136
836621,2,9,189,251,107,12,17,578,60,55,38,53,163,40826,1083,186,84,3331,45,2898,29038,1254,1017,508,5,0,0.44,18,0.24,1.33,0.3,15.3,154,0.57,5.73,3,0.29,216,0.28,0.86,0.2,S4,sp,Ox,2.734,0.29,2.501,0.233,S4,0.906837265
836622,9,2,111,248,60,10,20,3675,32,35,16,26,163,28507,328,117,34,2280,45,4066,9875,1005,665,462,5,0,0.31,21,0.41,2.23,0.3,36.6,89,0.54,2.95,4,0.32,257,0.23,1.47,0.14,S4,sp,Ox,0.759,0.27,0.647,0.112,S4,0.826893354
836624,2,4,261,639,79,14,23,251,49,64,16,26,163,20922,432,54,34,3418,94,9293,11907,349,780,430,5,0,0.13,13,0.36,2.45,0.2,35.6,46,0.3,1.66,2,0.25,80,0.1,0.62,0.06,S3,sp,Ox,0.133,0.13,0.103,0.03,S4,0.708737864
836625,2,2,104,255,57,4,7,3304,32,35,16,65,163,27746,279,153,75,2188,45,4817,13440,349,734,574,5,0,0.72,21,0.43,2.45,0.3,46.3,129,0.55,2.68,6,0.34,267,0.63,1.57,0.15,S3,sp,Ox,0.753,0.86,0.675,0.078,S4,0.884444444
836627,2,7,169,310,101,9,16,536,41,49,41,26,163,36546,325,303,117,3209,45,3189,24484,1229,945,574,5,0,0.69,19,0.27,1.83,0.2,18.9,145,0.6,1.92,3,0.29,216,0.15,0.96,0.24,S4,sp,Ox,0.309,0.24,0.263,0.046,S4,0.825095057
836628,2,5,207,486,68,12,18,1165,48,54,16,59,163,25970,311,112,101,3377,45,7711,19163,901,869,543,5,0,0.49,16,0.22,2.35,0.2,37.3,93,0.33,1.5,3,0.26,125,0.29,0.79,0.08,S3,sp,Ox,0.284,0.29,0.259,0.025,S4,0.903474903
836629,5,2,174,419,60,12,21,2329,50,52,16,26,163,26833,517,71,76,2570,45,6425,14154,349,919,491,5,0,0.44,15,0.26,2.41,0.3,36.9,81,0.34,2.97,3,0.3,154,0.15,0.94,0.09,S3,sp,Ox,0.438,0.45,0.374,0.064,S4,0.828877005
836630,2,2,197,679,45,11,22,1763,53,47,16,26,163,16239,342,39,34,2461,110,9914,11110,349,715,448,5,0,0.17,12,0.56,3.45,0.3,50.3,56,0.23,1.74,2,0.24,82,0.13,0.83,0.08,S3,sp,Ox,0.167,0.16,0.134,0.033,S4,0.753731343
836633,2,5,189,622,60,10,25,3547,56,65,16,26,163,27782,411,102,78,2989,105,9980,13171,349,863,558,5,0,0.41,16,0.56,3.29,0.3,52.8,70,0.32,2.17,3,0.34,147,0.14,0.86,0.08,S4,sp,Ox,0.175,0.3,0.15,0.025,S4,0.833333333
836634,2,6,180,605,62,12,23,4051,57,68,16,26,163,29237,388,110,92,2675,45,10586,12965,349,756,543,5,0,0.51,15,0.25,3.36,0.3,58.8,72,0.34,2.16,3,0.38,162,0.14,0.91,0.09,S4,sp,Ox,0.319,0.44,0.274,0.045,S4,0.835766423
836636,2,7,215,506,95,11,15,1978,61,74,16,26,163,39924,436,157,103,3216,45,6154,21992,1349,755,464,5,0,0.48,15,0.21,2.35,0.3,28.6,102,0.44,2.03,2,0.34,186,0.12,0.76,0.07,S4,sp,Ox,3.848,0.27,3.49,0.358,S4,0.897421203
836637,4,5,122,446,64,4,21,5729,37,60,16,26,163,39850,353,158,128,2707,45,5489,20314,1461,1015,602,5,0,1.05,22,0.37,3.66,0.3,45,167,0.52,2.89,5,0.49,327,0.21,1.34,0.13,S4,sp,Ox,2.247,0.5,1.993,0.254,S4,0.872553939
836638,2,7,155,408,80,11,16,3302,59,64,16,65,163,46457,487,179,133,3454,45,5000,23837,349,895,534,5,0,0.86,22,0.29,2.63,0.4,32.3,154,0.52,3.14,3,0.41,300,0.42,1.05,0.1,S4,sp,Ox,1.376,0.27,1.217,0.159,S4,0.869350863
836639,2,2,147,274,57,4,7,1023,40,49,16,53,163,32213,314,174,120,2853,45,4026,19980,1103,626,513,5,0,0.82,19,0.31,1.86,0.3,27.4,136,0.39,2.14,3,0.33,219,0.36,1.11,0.11,S4,sp,Ox,1.48,0.4,1.363,0.117,S4,0.914159941
836640,2,5,130,278,68,9,18,2063,51,53,16,82,163,42045,575,240,126,2874,45,4014,22005,1096,801,602,5,0,0.97,22,0.35,2.14,0.4,30.9,169,0.52,4.42,5,0.41,323,0.63,1.25,0.12,S4,sp,Ox,0.751,0.33,0.648,0.103,S4,0.841049383
836641,2,6,170,290,62,4,18,569,45,59,16,91,163,40718,595,350,111,3223,45,4737,21101,1727,721,498,5,0,0.65,19,0.26,1.71,0.3,27.9,124,0.36,3.5,3,0.35,240,0.54,0.96,0.09,S4,sp,Ox,0.639,0.34,0.572,0.067,S4,0.882867133
836642,2,8,170,324,58,4,16,443,56,75,35,78,163,42271,585,174,112,3155,45,5596,18644,1208,716,509,5,0,0.66,19,0.26,1.91,0.3,32.9,110,0.34,3.44,3,0.44,249,0.46,0.96,0.21,S4,sp,Ox,1.061,0.47,0.958,0.103,S4,0.892484342
836644,2,6,161,307,56,8,7,345,43,59,39,26,163,34594,438,188,111,2935,45,5139,17082,938,642,493,5,0,0.69,18,0.28,1.91,0.3,31.9,106,0.35,2.72,3,0.37,215,0.16,1.01,0.24,S4,sr,Tr,0.356,0.28,0.303,0.053,S4,0.825082508
836645,2,9,186,397,63,8,18,411,37,71,50,66,163,42114,544,205,109,3048,45,7316,18223,349,674,431,5,0,0.59,16,0.24,2.13,0.2,39.3,98,0.34,2.92,2,0.38,226,0.35,0.88,0.27,S4,sr,Tr,0.207,0.31,0.18,0.027,S4,0.85
836646,2,8,219,312,64,8,18,553,66,70,16,102,163,40484,718,172,93,3019,45,6776,16891,349,696,421,5,0,0.42,14,0.21,1.42,0.3,30.9,77,0.29,3.28,2,0.32,185,0.47,0.74,0.07,S4,sr,Tr,0.571,0.16,0.489,0.082,S4,0.832310838
836647,2,5,187,372,47,10,15,254,48,59,16,26,163,33025,488,169,115,2721,45,7526,14004,1058,542,472,5,0,0.61,15,0.24,1.99,0.3,40.3,75,0.25,2.61,3,0.32,177,0.14,0.87,0.09,S4,sr,Tr,1.933,0.25,1.754,0.179,S4,0.897947548
836648,2,5,175,298,53,8,7,331,48,51,16,26,163,34927,479,240,116,2732,45,6162,16985,1197,623,543,5,0,0.66,16,0.26,1.7,0.3,35.2,97,0.3,2.74,3,0.29,200,0.15,0.93,0.09,S4,sr,Tr,0.281,0.56,0.234,0.047,S4,0.799145299
836649,2,6,195,436,63,10,19,277,30,58,47,56,163,35685,516,207,119,3081,105,9145,14766,1213,539,517,5,0,0.61,16,0.54,2.24,0.2,46.9,76,0.32,2.65,3,0.3,183,0.29,0.84,0.24,S4,sr,Tr,0.339,1.11,0.284,0.055,S4,0.806338028
836650,2,6,168,331,58,10,15,286,52,56,16,26,163,41484,577,194,124,3331,45,6259,18577,349,735,519,5,0,0.74,20,0.27,1.97,0.3,37.3,111,0.35,3.43,3,0.33,247,0.15,0.97,0.1,S4,sr,Tr,6.097,1.77,5.572,0.525,S4,0.905778894
836652,2,7,185,300,56,4,7,267,44,52,16,26,163,38041,517,202,105,3089,45,6236,17135,1232,636,466,5,0,0.57,17,0.24,1.62,0.2,33.7,93,0.3,2.79,3,0.28,206,0.14,0.88,0.09,S4,sr,Tr,0.247,1.01,0.193,0.054,S4,0.720207254
836653,2,5,183,312,48,4,15,614,26,51,16,111,163,37986,1483,149,89,2328,45,7896,11709,1024,552,516,5,0,0.49,13,0.25,1.7,0.1,43.2,64,0.26,8.1,3,0.28,208,0.61,0.89,0.09,S4,sr,Tr,0.3,0.39,0.264,0.036,S4,0.863636364
836654,2,6,152,350,55,9,7,275,45,52,16,65,163,35955,492,128,89,2679,45,6929,15351,349,529,416,5,0,0.59,18,0.3,2.3,0.3,45.6,101,0.36,3.24,3,0.34,237,0.43,1.07,0.11,S4,sr,Tr,1.985,0.38,1.798,0.187,S4,0.895995551
836655,2,7,154,371,63,11,21,125,70,58,16,62,163,37709,608,139,103,2916,45,6747,17022,349,575,460,5,0,0.67,19,0.29,2.41,0.5,43.8,111,0.41,3.95,3,0.38,245,0.4,1.06,0.1,S4,fr,Fr,1.71,0.5,1.524,0.186,S4,0.877952756
836656,2,6,168,345,68,12,23,331,48,70,48,112,331,47969,823,243,135,3321,45,6165,19964,1435,664,437,5,0,0.8,20,0.27,2.05,0.3,36.7,119,0.4,4.9,3,0.42,286,0.67,1.97,0.29,S4,fr,Fr,1.871,0.44,1.682,0.189,S4,0.887633769
836657,2,6,174,332,64,4,21,251,44,67,38,26,163,42061,618,149,128,3228,45,6187,20237,2146,766,650,5,0,0.74,19,0.26,1.91,0.3,35.6,116,0.37,3.55,4,0.39,242,0.15,0.94,0.22,S4,fr,Fr,0.25,0.75,0.197,0.053,S4,0.730964467
836658,2,5,120,229,46,4,7,56,40,49,16,61,163,31851,544,175,105,2417,45,5424,17358,1691,599,602,5,0,0.88,20,0.38,1.91,0.3,45.2,145,0.38,4.53,5,0.41,265,0.51,1.36,0.13,S4,fr,Fr,2.892,0.97,2.572,0.32,S4,0.875583204
836659,2,7,145,278,60,4,20,577,54,60,34,78,163,38731,775,137,111,2764,45,6248,18539,2215,716,527,5,0,0.77,19,0.31,1.92,0.4,43.1,128,0.41,5.34,4,0.41,267,0.54,1.12,0.23,S4,fr,Fr,0.331,0.62,0.283,0.048,S4,0.830388693
836660,2,6,166,314,59,8,16,389,49,62,16,76,163,31468,571,154,111,3093,45,6751,17111,2362,684,633,5,0,0.67,19,0.27,1.89,0.3,40.7,103,0.36,3.44,4,0.37,190,0.46,0.98,0.1,S4,fr,Fr,0.334,0.49,0.288,0.046,S4,0.840277778
836665,2,4,120,273,73,4,35,3026,41,59,42,26,163,41817,570,105,89,2151,45,6023,16115,2061,671,581,5,0,0.74,18,0.38,2.28,0.3,50.2,134,0.61,4.75,5,0.49,348,0.22,1.36,0.35,S4,fr,Fr,0.611,0.08,0.495,0.116,S4,0.765656566
836667,2,2,143,295,98,4,37,119,51,66,16,61,163,26008,394,328,34,2364,45,2916,16159,349,758,412,5,0,0.24,17,0.31,2.06,0.4,20.4,113,0.69,2.76,3,0.46,182,0.43,1.14,0.11,I2,sp,Ox,0.124,0.08,0.104,0.02,I2,0.807692308
836693,2,8,221,657,80,4,19,391,49,75,35,108,163,45439,957,293,139,3456,152,17525,14726,349,719,564,5,0,0.63,16,0.69,2.97,0.2,79.3,67,0.36,4.33,3,0.34,206,0.49,0.74,0.16,S3,sp,Ox,0.154,0.34,0.122,0.032,S4,0.737704918
836696,2,11,210,451,113,4,21,221,47,85,16,112,163,52501,995,279,148,3838,123,13107,19372,349,744,501,5,0,0.7,18,0.59,2.15,0.2,62.4,92,0.54,4.74,2,0.4,250,0.53,0.78,0.08,S4,sp,Ox,0.433,0.28,0.406,0.027,S4,0.933497537
836697,2,7,171,517,53,9,17,942,46,53,73,64,163,36766,557,203,119,3272,130,13434,11098,349,631,496,5,0,0.7,19,0.76,3.02,0.3,78.6,65,0.31,3.26,3,0.31,215,0.37,0.95,0.43,S3,sp,Ox,0.241,0.35,0.194,0.047,S4,0.757731959
836698,2,7,215,459,69,9,7,269,46,68,16,106,163,38846,703,227,84,3235,163,13840,11662,349,623,527,5,0,0.39,15,0.76,2.13,0.2,64.4,54,0.32,3.27,2,0.32,181,0.49,0.76,0.07,S3,sp,Ox,0.337,0.3,0.318,0.019,S4,0.940251572
836708,2,2,133,659,65,4,18,153,46,68,40,90,163,23254,454,221,79,2079,107,10970,15389,349,678,533,5,0,0.59,16,0.8,4.95,0.4,82.5,116,0.49,3.41,4,0.51,175,0.68,1.23,0.3,I2,sp,Ox,0.932,0.4,0.89,0.042,I2,0.952808989
836709,2,2,146,639,78,4,15,117,54,68,16,26,163,23506,532,239,82,2071,107,12137,15697,349,726,529,5,0,0.56,14,0.73,4.38,0.4,83.1,108,0.53,3.64,4,0.47,161,0.18,1.12,0.11,I2,sp,Ox,0.125,0.28,0.101,0.024,I2,0.762376238
836711,2,2,114,454,58,4,22,140,37,66,106,66,163,21661,437,233,34,1864,45,10662,15270,349,859,485,5,0,0.3,16,0.39,3.98,0.3,93.5,134,0.51,3.83,4,0.58,190,0.58,1.43,0.93,I2,sp,Ox,0.775,0.75,0.732,0.043,I2,0.941256831
836725,2,5,119,677,63,4,17,191,29,61,35,105,163,39327,883,395,98,2320,202,19115,14370,349,632,568,5,0,0.82,20,1.7,5.69,0.2,160.6,121,0.53,7.42,5,0.51,330,0.88,1.37,0.29,S3,sr,Tr,0.588,0.6,0.559,0.029,S4,0.948121646
836743,2,6,363,625,50,4,22,68,38,51,16,64,163,25306,595,201,34,2842,45,7197,10144,349,523,531,5,0,0.09,8,0.12,1.72,0.1,19.8,28,0.14,1.64,1,0.14,70,0.18,0.45,0.04,I2,sp,Ox,0.146,0.2,0.124,0.022,I2,0.822580645
836762,2,4,127,715,86,4,7,218,46,62,16,81,163,23704,736,247,75,1968,112,9753,14347,349,662,551,5,0,0.59,16,0.88,5.63,0.4,76.8,113,0.68,5.8,4,0.49,187,0.64,1.28,0.13,I2,sr,Tr,0.226,1.18,0.21,0.016,I2,0.923809524
836765,2,2,120,655,75,4,16,200,60,54,16,81,163,22253,497,250,100,1761,45,11193,16080,349,920,624,5,0,0.83,15,0.38,5.46,0.5,93.3,134,0.63,4.14,5,0.45,185,0.68,1.36,0.13,I2,sr,Tr,0.293,1.12,0.268,0.025,I2,0.906716418
836776,2,4,149,812,85,4,21,365,49,51,16,72,163,25497,556,263,70,2040,99,11583,14893,349,757,534,5,0,0.47,14,0.66,5.45,0.3,77.7,100,0.57,3.73,4,0.34,171,0.48,1.09,0.11,I2,sr,Tr,0.346,0.21,0.315,0.031,I2,0.901587302
836777,2,5,125,666,80,4,15,378,39,57,16,56,163,23718,574,238,84,1982,45,10047,17528,349,825,536,5,0,0.67,16,0.36,5.33,0.3,80.4,140,0.64,4.59,4,0.46,190,0.45,1.3,0.13,I2,sr,Tr,0.135,0.22,0.113,0.022,I2,0.805309735
